genome,bad_class_bp,bad_class_n,bad_family_bp,bad_family_n,bad_genus_bp,bad_genus_n,bad_order_bp,bad_order_n,bad_phylum_bp,bad_phylum_n,bad_superkingdom_bp,bad_superkingdom_n,comment,f_ident,f_major,filter_at,good_class_bp,good_class_n,good_family_bp,good_family_n,good_genus_bp,good_genus_n,good_order_bp,good_order_n,good_phylum_bp,good_phylum_n,good_superkingdom_bp,good_superkingdom_n,ignored_contigs_bp,ignored_contigs_n,lineage,noident_contigs_bp,noident_contigs_n,total_bad_bp,total_contigs_bp,total_contigs_n
TARA_PSE_MAG_00138.fa,8922,1,39631,9,39631,9,8922,1,8922,1,0,0,,0.9341935483870968,0.3601301115241636,genus,550812,123,520103,115,520103,115,550812,123,550812,123,559734,124,52320,18,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudohongiellaceae;g__UBA9145,1147894,282,39631,2171009,538
TARA_MED_MAG_00130.fa,39249,3,39249,3,39249,3,39249,3,39249,3,0,0,,0.9676025917926566,0.28545006165228115,genus,434647,68,434647,68,434647,68,434647,68,434647,68,473896,71,31903,11,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__MB11C04;g__MB11C04,623460,149,39249,1710823,356
TARA_ANW_MAG_00079.fa,38995,12,38995,12,38995,12,38995,12,38995,12,38995,12,,1.0,0.030518819938962362,genus,0,0,0,0,0,0,0,0,0,0,0,0,136153,46,d__Eukaryota,1906655,592,38995,2106847,658
TARA_ANE_MAG_00074.fa,38455,5,38455,5,38455,5,38455,5,38455,5,0,0,,0.9696071163825055,0.6799395161290323,genus,1416107,178,1416107,178,1416107,178,1416107,178,1416107,178,1467211,184,22578,8,d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Nanopelagicales;f__S36-B12;g__S36-B12,162840,35,38455,2017898,297
TARA_PSW_MAG_00109.fa,29530,5,37876,6,37876,6,29530,5,29530,5,0,0,,0.972636815920398,0.8162436548223351,genus,1421854,249,1413508,248,1413508,248,1421854,249,1421854,249,1451384,254,19014,6,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA4421,91592,21,37876,2014779,401
TARA_ASE_MAG_00016.fa,0,0,0,0,37156,10,0,0,0,0,0,0,,0.937992125984252,0.737300435413643,genus,1005802,118,1005802,118,968646,108,1005802,118,1005802,118,1005802,118,10750,3,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassoarchaeaceae;g__MGIIb-O3,144291,32,37156,1345578,202
TARA_ASW_MAG_00022.fa,0,0,5798,1,37070,5,0,0,0,0,0,0,,0.9021615472127418,0.4419306184012066,genus,541501,106,521470,104,492540,100,541501,106,541501,106,541501,106,69716,22,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Martelella,406571,109,37070,2027223,504
TARA_PSE_MAG_00141.fa,6922,1,6922,1,36748,6,6922,1,6922,1,0,0,,0.9730094466936572,0.6961014560826679,genus,1395652,216,1395652,216,1381057,212,1395652,216,1395652,216,1417805,218,30617,10,d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__SM1A02;g__UBA8087,372019,63,36748,2108771,363
TARA_MED_MAG_00128.fa,36312,6,36312,6,36312,6,36312,6,36312,6,18820,2,,0.9809134287661895,0.6074534161490683,genus,1501011,215,1501011,215,1501011,215,1501011,215,1501011,215,1532168,220,36569,12,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__DEV007;g__EC70,331664,69,36312,2425035,432
TARA_ANW_MAG_00009.fa,0,0,35384,1,35384,1,35384,1,0,0,0,0,,0.9930789005339133,0.9909856946893983,genus,5015048,82,4979664,81,4979664,81,4979664,81,5015048,82,5015048,82,0,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Halioglobus,15924,3,35384,5050254,86
TARA_PSE_MAG_00119.fa,0,0,5035,1,34973,6,5035,1,0,0,0,0,,0.9631093544137023,0.6988950276243094,genus,1208108,247,1203073,246,1173135,241,1203073,246,1208108,247,1208108,247,29780,10,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Roseovarius,174495,48,34973,2062126,483
TARA_ION_MAG_00014.fa,0,0,0,0,34245,2,0,0,0,0,0,0,,0.9864269992663243,0.616045197740113,genus,4318592,94,4303013,93,4284347,92,4318592,94,4318592,94,4318592,94,0,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Saccharospirillaceae;g__UBA2009,44943,6,34245,4469063,110
TARA_ASW_MAG_00034.fa,34099,4,34099,4,34099,4,34099,4,34099,4,34099,4,,1.0,0.008753395713854513,genus,0,0,0,0,0,0,0,0,0,0,0,0,65551,22,d__Eukaryota,3220821,651,34099,3334468,681
TARA_PSE_MAG_00104.fa,33887,2,33887,2,33887,2,33887,2,0,0,0,0,,0.9878449408672799,0.6508445584776567,genus,4632636,71,4632636,71,4632636,71,4632636,71,4666523,73,4666523,73,0,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Aestuariibacter_A,19567,3,33887,4696093,78
TARA_RED_MAG_00021.fa,32710,4,32710,4,32710,4,32710,4,32710,4,27788,3,,0.9343696027633851,0.48573825503355705,genus,1016860,40,1016860,40,1016860,40,1016860,40,1016860,40,1021782,41,0,0,d__Archaea;p__Halobacterota;c__Halobacteria;o__Halobacteriales;f__UBA12382;g__UBA12382,43328,7,32710,1185789,68
TARA_MED_MAG_00125.fa,0,0,0,0,32263,2,0,0,0,0,0,0,,0.9902080783353733,0.7179261862917399,genus,882705,60,882705,60,850442,58,882705,60,882705,60,882705,60,7621,2,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Defluviicoccales;f__UBA830;g__GCA-2689465,251368,41,32263,1209509,115
TARA_PON_MAG_00072.fa,32140,5,32140,5,32140,5,32140,5,0,0,0,0,,0.9690585911784069,0.6414695945945946,genus,2116863,28,2116863,28,2116863,28,2116863,28,2149003,33,2149003,33,6176,2,d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA823;g__UBA11600,98293,20,32140,2332818,69
TARA_ANE_MAG_00040.fa,0,0,10941,1,32039,3,0,0,0,0,0,0,,0.9618573797678275,0.3608617594254937,genus,1501360,56,1490419,55,1469321,53,1501360,56,1501360,56,1501360,56,0,0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__BACL11;g__GCA-2693335,82396,15,32039,1640092,78
TARA_ANE_MAG_00052.fa,31807,1,31807,1,31807,1,31807,1,31807,1,31807,1,,0.9871287128712871,0.815831987075929,genus,1049752,71,1049752,71,1049752,71,1049752,71,1049752,71,1049752,71,16079,5,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassoarchaeaceae;g__Thalassarchaeum,93404,19,31807,1252467,109
TARA_ANW_MAG_00085.fa,30586,6,30586,6,30586,6,30586,6,30586,6,30586,6,,1.0,0.01652523447967843,genus,0,0,0,0,0,0,0,0,0,0,0,0,109100,38,d__Eukaryota,2105784,632,30586,2258924,680
TARA_ASW_MAG_00012.fa,0,0,0,0,30180,2,0,0,0,0,0,0,,0.9700837654567211,0.5576067615658363,genus,4359197,90,4359197,90,4323059,87,4359197,90,4359197,90,4359197,90,3665,1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Maribacter,37901,5,30180,4451478,104
TARA_PON_MAG_00065.fa,0,0,0,0,29835,2,0,0,0,0,0,0,,0.9841137123745819,0.6582278481012658,genus,3091314,236,3091314,236,3061479,234,3091314,236,3091314,236,3091314,236,15099,5,d__Bacteria;p__Latescibacterota;c__UBA2968;o__UBA8231;f__UBA8231;g__UBA12574,234933,44,29835,3622631,339
TARA_PSW_MAG_00096.fa,5469,1,29701,6,29701,6,5469,1,5469,1,0,0,,0.9765721331689272,0.973005398920216,genus,1554662,157,1530430,152,1530430,152,1554662,157,1554662,157,1560131,158,6309,2,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Crocinitomicaceae;g__UBA4466,32809,7,29701,1706461,195
TARA_ANE_MAG_00080.fa,29548,6,29548,6,29548,6,29548,6,29548,6,0,0,,0.9828532235939643,0.7271820448877806,genus,1394034,225,1394034,225,1394034,225,1394034,225,1394034,225,1423582,231,9919,3,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Luminiphilus,260773,67,29548,2018150,390
TARA_PSE_MAG_00118.fa,8991,2,24556,4,29399,5,24556,4,8991,2,0,0,,0.9578651685393258,0.28732849071832123,genus,1778913,147,1763348,145,1758505,144,1763348,145,1778913,147,1787904,149,37985,9,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Alteromonas,524892,101,29399,3648165,464
TARA_ANE_MAG_00078.fa,24738,5,28391,6,28391,6,24738,5,24738,5,3841,1,,0.9205087440381559,0.3238928939237899,genus,872987,92,869334,91,869334,91,872987,92,872987,92,893884,96,23370,7,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Litoricolaceae;g__Litoricola,508462,109,28391,1977950,307
TARA_PON_MAG_00015.fa,28350,4,28350,4,28350,4,28350,4,28350,4,0,0,,0.9898412698412699,0.6713554987212276,genus,3240880,167,3240880,167,3240880,167,3240880,167,3240880,167,3269230,171,14246,4,d__Bacteria;p__Myxococcota;c__Bradimonadia;o__UBA7976;f__UBA1532;g__UBA1532,1504606,142,28350,4804116,321
TARA_ANE_MAG_00039.fa,0,0,28333,2,28333,2,28333,2,0,0,0,0,,0.9682835820895522,0.4722466960352423,genus,825239,74,796906,72,796906,72,796906,72,825239,74,825239,74,5448,2,d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__SAR202;f__GCA-002694895;g__GCA-002694895,105896,18,28333,1212848,143
TARA_IOS_MAG_00038.fa,0,0,4894,1,25363,5,0,0,0,0,0,0,,0.9710920770877944,0.5975687779910429,genus,1014829,144,1009935,143,989466,139,1014829,144,1014829,144,1014829,144,25020,8,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__MGIIa-L1,143208,35,25363,1551590,269
TARA_MED_MAG_00058.fa,18627,2,23968,3,23968,3,18627,2,0,0,0,0,,0.993867717915024,0.7063737623762376,genus,2552601,243,2547260,242,2547260,242,2552601,243,2571228,245,2571228,245,17014,6,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Saccharospirillaceae;g__Oleibacter,461846,52,23968,3389560,375
TARA_RED_MAG_00050.fa,5643,1,23564,4,23564,4,23564,4,5643,1,0,0,,0.99392575928009,0.8364697026721867,genus,4722397,474,4696025,470,4696025,470,4696025,470,4722397,474,4728040,475,31615,9,d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Planctomycetales;f__Planctomycetaceae;g__UBA8437,145893,36,23564,5396596,640
TARA_PSE_MAG_00106.fa,19903,1,23146,2,23146,2,23146,2,0,0,0,0,,0.9876738305941846,0.9696598222494637,genus,3242068,258,3238825,257,3238825,257,3238825,257,3261971,259,3261971,259,8349,2,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Hyphomonadaceae;g__Hyphomonas,32906,4,23146,3409887,291
TARA_ASE_MAG_00014.fa,0,0,0,0,23088,3,0,0,0,0,0,0,,0.9525691699604744,0.3104294478527607,genus,691761,84,691761,84,672816,82,691761,84,691761,84,691761,84,8277,3,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Microtrichales;f__MedAcidi-G1;g__MedAcidi-G2B,423924,82,23088,1584976,256
TARA_ION_MAG_00058.fa,0,0,22390,1,22390,1,22390,1,0,0,0,0,,0.9806879903439951,0.6685495259229373,genus,5041131,119,4999295,117,4957319,115,4999295,117,5041131,119,5041131,119,3291,1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E,28147,4,22390,5118753,132
TARA_PON_MAG_00053.fa,17840,1,21922,2,21922,2,21922,2,17840,1,0,0,,0.990521327014218,0.9031128404669261,genus,2549682,84,2545600,83,2545600,83,2545600,83,2549682,84,2567522,85,0,0,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__GCA-2731375;f__GCA-2731375;g__GCA-2731375,36339,8,21922,2639996,99
TARA_ION_MAG_00067.fa,21768,1,21768,1,21768,1,21768,1,0,0,0,0,,0.9977983267283135,0.7996478873239437,genus,2565148,262,2565148,262,2565148,262,2565148,262,2586916,263,2586916,263,13074,4,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Saccharospirillaceae;g__Oleibacter,29097,7,21768,2941447,345
TARA_PSE_MAG_00120.fa,21458,5,21458,5,21458,5,21458,5,0,0,0,0,,0.9807399898631526,0.7275073746312685,genus,2149128,266,2149128,266,2149128,266,2149128,266,2170586,271,2170586,271,31999,10,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_D,137410,29,21458,2768210,415
TARA_ASW_MAG_00011.fa,0,0,0,0,21315,1,0,0,0,0,0,0,,0.9952638700947226,0.7401101652478718,genus,1584516,94,1584516,94,1563201,93,1584516,94,1584516,94,1584516,94,3683,1,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__MGIIa-K1,299634,27,21315,1963677,138
TARA_IOS_MAG_00033.fa,0,0,21236,4,21236,4,0,0,0,0,0,0,,0.9712230215827338,0.41185185185185186,genus,1453818,116,1432582,112,1432582,112,1453818,116,1453818,116,1453818,116,5854,2,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Microtrichales;f__Ilumatobacteraceae;g__Casp-actino5,142989,23,21236,2003483,201
TARA_PSW_MAG_00012.fa,0,0,21225,1,21225,1,0,0,0,0,0,0,,0.9926367461430575,0.9622132253711201,genus,2825862,58,2804637,57,2804637,57,2825862,58,2825862,58,2825862,58,0,0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__GCA-002722245;g__GCA-002722245,32388,4,21225,2877209,65
TARA_IOS_MAG_00022.fa,20888,2,20888,2,20888,2,20888,2,20888,2,20888,2,,0.9895379250217959,0.8769113149847095,genus,1238674,84,1238674,84,1238674,84,1238674,84,1238674,84,1238674,84,0,0,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassoarchaeaceae;g__MGIIb-O2,12964,2,20888,1336692,105
TARA_ANW_MAG_00011.fa,0,0,0,0,20861,1,0,0,0,0,0,0,,0.9786241741158181,0.6207478890229192,genus,3883311,193,3883311,193,3853303,191,3883311,193,3883311,193,3883311,193,5660,2,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Thioclava,62897,11,20861,4118582,237
TARA_IOS_MAG_00067.fa,0,0,20555,2,20555,2,0,0,0,0,0,0,,0.9909310761789601,0.5687757909215956,genus,2292067,216,2271512,214,2271512,214,2292067,216,2292067,216,2292067,216,32139,10,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Oleiphilaceae;g__Marinobacter,104908,22,20555,2931784,357
TARA_ANE_MAG_00081.fa,20060,2,20060,2,20060,2,20060,2,20060,2,0,0,,0.9825811559778306,0.5759233926128591,genus,1094337,205,1094337,205,1094337,205,1094337,205,1094337,205,1114397,207,31000,10,d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__Pirellulaceae;g__UBA721,371207,107,20060,2147585,492
TARA_PSE_MAG_00133.fa,10055,2,16422,3,20043,4,10055,2,0,0,0,0,,0.9856353591160221,0.7045543012845465,genus,1773161,269,1766794,268,1763173,267,1773161,269,1783216,271,1783216,271,38041,11,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Saccharospirillaceae;g__Thalassolituus,273055,57,20043,2637354,483
TARA_PON_MAG_00066.fa,19831,4,19831,4,19831,4,19831,4,19831,4,0,0,,0.9878273699741793,0.8380216383307574,genus,2386353,384,2386353,384,2386353,384,2386353,384,2386353,384,2406184,388,45658,14,d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA8438;g__UBA8438,383948,80,19831,3199981,576
TARA_ANW_MAG_00075.fa,19450,3,19450,3,19450,3,19450,3,19450,3,19450,3,,0.8,0.005723006486074018,genus,0,0,0,0,0,0,0,0,0,0,0,0,74467,24,d__Eukaryota,2584375,563,19450,2699399,592
TARA_PSE_MAG_00097.fa,13101,3,13101,3,19416,5,13101,3,13101,3,0,0,,0.9908655937364071,0.5968328141225338,genus,2102205,391,2102205,391,2095890,389,2102205,391,2102205,391,2115306,394,64560,20,d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Planctomycetales;f__Planctomycetaceae;g__Rubinisphaera,473870,117,19416,3892905,846
TARA_PON_MAG_00044.fa,0,0,0,0,19135,1,0,0,0,0,0,0,,0.994059405940594,0.8767361111111112,genus,510044,58,510044,58,490909,57,510044,58,510044,58,510044,58,2810,1,d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__UBA1547,26420,4,19135,579175,73
TARA_MED_MAG_00026.fa,18941,1,18941,1,18941,1,18941,1,18941,1,18941,1,,0.9933938893476466,0.9037313432835821,genus,1274665,54,1274665,54,1274665,54,1274665,54,1274665,54,1274665,54,0,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA11654;f__UBA11654;g__UBA11654,49099,9,18941,1378810,71
TARA_PON_MAG_00019.fa,18564,2,18564,2,18564,2,18564,2,18564,2,0,0,,0.9875,0.4567699836867863,genus,2041240,37,2041240,37,2041240,37,2041240,37,2041240,37,2059804,39,0,0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__UBA3478,388244,20,18564,2458233,60
TARA_ASW_MAG_00025.fa,4550,1,4550,1,18518,5,4550,1,4550,1,0,0,,0.9125364431486881,0.37816979051819183,genus,420871,52,420871,52,406903,48,420871,52,420871,52,425421,53,5747,2,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Microtrichales;f__MedAcidi-G1;g__MedAcidi-G2B,183121,41,18518,860883,143
TARA_PSW_MAG_00060.fa,0,0,18308,1,18308,1,0,0,0,0,0,0,,0.9984008528784648,0.7768115942028986,genus,2065663,232,2047355,231,2047355,231,2065663,232,2065663,232,2065663,232,0,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudohongiellaceae;g__UBA9145,102123,21,18308,2442486,312
TARA_PON_MAG_00038.fa,17791,3,17791,3,17791,3,17791,3,17791,3,0,0,,0.9770797962648556,0.7714472822527833,genus,1241560,128,1241560,128,1241560,128,1241560,128,1241560,128,1259351,131,12862,4,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Litoricolaceae;g__Litoricola,135614,33,17791,1532647,197
TARA_PSW_MAG_00029.fa,0,0,0,0,17750,1,0,0,0,0,0,0,,0.9790239726027398,0.7802271209084837,genus,2651301,88,2651301,88,2629007,86,2651301,88,2651301,88,2651301,88,0,0,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Roseovarius,36638,4,17750,3033342,109
TARA_ASW_MAG_00024.fa,0,0,0,0,17675,4,0,0,0,0,0,0,,0.9453015427769986,0.6842610364683301,genus,815980,75,815980,75,798305,71,815980,75,815980,75,815980,75,3118,1,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassoarchaeaceae;g__MGIIb-O5,91723,26,17675,1087680,145
TARA_ANW_MAG_00058.fa,17667,2,17667,2,17667,2,17667,2,17667,2,0,0,,0.9931378665003119,0.7191565724540152,genus,1368926,276,1368926,276,1368926,276,1368926,276,1368926,276,1386593,278,77266,23,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__AAA164-E04;g__UBA7971,259702,69,17667,2299386,537
TARA_ANE_MAG_00065.fa,0,0,17228,2,17228,2,0,0,0,0,0,0,,0.9836852207293666,0.6846254927726675,genus,1196972,146,1179744,144,1179744,144,1196972,146,1196972,146,1196972,146,7872,3,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassoarchaeaceae;g__MGIIb-N2,105638,28,17228,1552464,230
TARA_PSW_MAG_00075.fa,17218,1,17218,1,17218,1,17218,1,17218,1,17218,1,,0.9914860681114551,0.8984700973574409,genus,1348160,70,1348160,70,1348160,70,1348160,70,1348160,70,1348160,70,3796,1,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassoarchaeaceae;g__MGIIb-N1,0,0,17218,1416115,79
TARA_PSW_MAG_00074.fa,17044,1,17044,1,17044,1,17044,1,17044,1,0,0,,0.9772209567198178,0.3781223083548665,genus,747997,60,747997,60,747997,60,747997,60,747997,60,774560,62,3351,1,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__TMED25;g__MED-G09,102355,21,17044,1189144,130
TARA_ANW_MAG_00072.fa,16963,6,16963,6,16963,6,16963,6,16963,6,0,0,,0.9888663967611336,0.9160871580899397,genus,1437245,355,1437245,355,1437245,355,1437245,355,1437245,355,1454208,361,88929,29,d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__Phycisphaeraceae;g__UBA7800,133993,40,16963,2210463,589
TARA_PSE_MAG_00098.fa,0,0,0,0,16546,2,0,0,0,0,0,0,,0.9947460595446584,0.7427159209157128,genus,3222318,354,3222318,354,3205772,352,3222318,354,3222318,354,3222318,354,41265,13,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Zunongwangia,125738,34,16546,3881530,515
TARA_PSW_MAG_00083.fa,16247,4,16247,4,16247,4,16247,4,16247,4,0,0,,0.9887556221889056,0.5204838080374561,genus,1441943,200,1441943,200,1441943,200,1441943,200,1441943,200,1458190,204,43930,13,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__MB11C04;g__MB11C04,476142,109,16247,2531449,463
TARA_PON_MAG_00001.fa,0,0,16163,1,16163,1,0,0,0,0,0,0,,0.9947043248014121,0.6375914462577378,genus,3567353,46,3551190,45,3551190,45,3567353,46,3567353,46,3567353,46,0,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Spongiibacteraceae;g__Spongiibacter,16621,3,16163,3583974,49
TARA_PSE_MAG_00112.fa,16114,1,16114,1,16114,1,16114,1,16114,1,0,0,,0.9947245017584995,0.6425612052730697,genus,1934940,195,1934940,195,1934940,195,1934940,195,1934940,195,1951054,196,13492,3,d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__SM1A02;g__UBA12014,489895,73,16114,2660708,318
TARA_MED_MAG_00090.fa,0,0,15858,2,15858,2,0,0,0,0,0,0,,0.9883645765998708,0.7073616826703246,genus,1871399,186,1833729,183,1833729,183,1871399,186,1871399,186,1871399,186,5785,2,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Crocinitomicaceae;g__UBA952,80872,17,15858,2141649,249
TARA_PSW_MAG_00094.fa,15773,2,15773,2,15773,2,15773,2,15773,2,15773,2,,0.9840637450199203,0.5556170448256779,genus,1132464,92,1132464,92,1132464,92,1132464,92,1132464,92,1132464,92,7351,2,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__MGIIa-K1,472973,52,15773,1766006,171
TARA_RED_MAG_00064.fa,6184,1,15544,3,15544,3,15544,3,6184,1,0,0,,0.9843290891283056,0.7041379310344827,genus,1081031,111,1071671,109,1071671,109,1071671,109,1081031,111,1108847,113,19300,5,d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__UBA2963;f__UBA2963;g__UBA2963,119730,21,15544,1443958,180
TARA_ION_MAG_00028.fa,15400,3,15400,3,15400,3,15400,3,15400,3,0,0,,0.9844632768361582,0.7151515151515152,genus,754267,101,754267,101,754267,101,754267,101,754267,101,774410,105,7443,2,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Microtrichales;f__UBA8592;g__UBA8592,23582,7,15400,1032139,173
TARA_ANE_MAG_00090.fa,15247,4,15247,4,15247,4,15247,4,15247,4,15247,4,,1.0,0.003293084522502744,genus,0,0,0,0,0,0,0,0,0,0,0,0,164628,54,d__Eukaryota,5373655,1415,15247,5559939,1475
TARA_ANW_MAG_00048.fa,15179,1,15179,1,15179,1,15179,1,15179,1,0,0,,0.9951923076923077,0.5360824742268041,genus,958923,60,958923,60,958923,60,958923,60,958923,60,974102,61,3061,1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__BACL11;g__UBA8444,89528,11,15179,1171140,92
TARA_ANE_MAG_00048.fa,0,0,15091,1,15091,1,15091,1,0,0,0,0,,0.9777468706536857,0.6495031616982837,genus,667337,109,652246,108,652246,108,652246,108,667337,109,667337,109,11421,4,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA4486;f__UBA4486;g__UBA11869,221057,47,15091,1063669,204
TARA_PSW_MAG_00110.fa,0,0,0,0,14150,3,0,0,0,0,0,0,,0.9924887330996495,0.9375586854460094,genus,1706756,325,1706756,325,1692606,322,1706756,325,1706756,325,1706756,325,56174,19,d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__SM1A02;g__UBA1668,74283,18,14150,2214525,468
TARA_MED_MAG_00048.fa,14007,3,14007,3,14007,3,14007,3,14007,3,0,0,,0.9725888324873097,0.6691576086956522,genus,1111805,138,1111805,138,1111805,138,1111805,138,1111805,138,1125812,141,17084,5,d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Nanopelagicales;f__S36-B12;g__S36-B12,74666,20,14007,1531502,243
