genome,filter_at,override_filter_at,total_bad_bp,superkingdom_bad_bp,phylum_bad_bp,class_bad_bp,order_bad_bp,family_bad_bp,genus_bad_bp,f_ident,f_major,lineage,comment
TARA_IOS_MAG_00036.fa,none,,0,0,0,0,0,0,0,0.995,0.178,,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.
TARA_IOS_MAG_00064.fa,genus,,0,0,0,0,0,0,0,1.0,0.715,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__GCA-002728675,
TARA_PSE_MAG_00011.fa,none,,0,0,0,0,0,0,0,1.0,0.00457,,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.
TARA_RED_MAG_00015.fa,none,,0,0,0,0,0,0,0,1.0,0.00233,,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.
TARA_MED_MAG_00083.fa,none,,0,0,0,0,0,0,0,0.859,0.0466,,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.
TARA_PSE_MAG_00014.fa,genus,,0,0,0,0,0,0,0,1.0,0.964,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__UBA7330,
TARA_PSW_MAG_00102.fa,genus,,0,0,0,0,0,0,0,0.998,0.849,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__Poseidonia,
TARA_PSW_MAG_00118.fa,none,,0,0,0,0,0,0,0,0.0,0.0,,"no matches for this genome, exiting."
TARA_ANW_MAG_00017.fa,genus,,0,0,0,0,0,0,0,1.0,0.996,d__Bacteria;p__Spirochaetota;c__Leptospirae;o__Leptospirales;f__Leptonemataceae;g__UBA3465,
TARA_PSE_MAG_00057.fa,none,,0,0,0,0,0,0,0,0.759,0.0245,,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.
TARA_MED_MAG_00020.fa,genus,,0,0,0,0,0,0,0,0.997,0.376,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__TMED109;f__TMED131;g__MED722,
TARA_ANE_MAG_00011.fa,none,,0,0,0,0,0,0,0,1.0,0.00822,,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.
TARA_MED_MAG_00059.fa,genus,,0,0,0,0,0,0,0,0.999,0.885,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__TMED25;g__TMED25,
TARA_MED_MAG_00107.fa,none,,0,0,0,0,0,0,0,0.0,0.00786,,too few identifiable hashes; f_ident < 10%. provide a lineage for this genome.
TARA_ASE_MAG_00008.fa,none,,0,0,0,0,0,0,0,1.0,0.031,,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.
TARA_IOS_MAG_00041.fa,genus,,0,0,0,0,0,0,0,1.0,0.895,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Roseibacillus,
TARA_PSE_MAG_00070.fa,none,,0,0,0,0,0,0,0,0.9,0.0261,,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.
TARA_PSE_MAG_00027.fa,none,,0,0,0,0,0,0,0,1.0,0.0355,,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.
TARA_ANW_MAG_00082.fa,none,,0,0,0,0,0,0,0,0.676,0.0114,,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.
TARA_PON_MAG_00035.fa,none,,0,0,0,0,0,0,0,0.875,0.0207,,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.
TARA_ASW_MAG_00019.fa,none,,0,0,0,0,0,0,0,0.974,0.0536,,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.
TARA_MED_MAG_00118.fa,none,,0,0,0,0,0,0,0,0.375,0.0207,,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.
TARA_RED_MAG_00019.fa,genus,,0,0,0,0,0,0,0,1.0,0.867,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__UBA11657;g__UBA11657,
TARA_ANW_MAG_00087.fa,none,,0,0,0,0,0,0,0,1.0,0.0134,,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.
TARA_MED_MAG_00132.fa,none,,0,0,0,0,0,0,0,0.76,0.0122,,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.
TARA_ASW_MAG_00040.fa,none,,0,0,0,0,0,0,0,0.0,0.0,,"no matches for this genome, exiting."
TARA_MED_MAG_00134.fa,none,,0,0,0,0,0,0,0,0.724,0.198,,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.
TARA_PSE_MAG_00020.fa,none,,0,0,0,0,0,0,0,0.963,0.0702,,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.
TARA_RED_MAG_00031.fa,genus,,0,0,0,0,0,0,0,1.0,0.683,d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__UBA6926;f__UBA6926;g__UBA6926,
TARA_RED_MAG_00090.fa,genus,,0,0,0,0,0,0,0,1.0,0.844,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__MGIIa-L1,
TARA_ANW_MAG_00013.fa,none,,0,0,0,0,0,0,0,0.5,0.00512,,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.
TARA_PSE_MAG_00010.fa,genus,,0,0,0,0,0,0,0,0.996,0.876,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Stappiaceae;g__Stappia,
TARA_PSE_MAG_00136.fa,none,,0,0,0,0,0,0,0,0.0,0.0,,"no matches for this genome, exiting."
TARA_ASW_MAG_00047.fa,none,,0,0,0,0,0,0,0,0.0,0.0,,"no matches for this genome, exiting."
TARA_PSW_MAG_00022.fa,genus,,0,0,0,0,0,0,0,1.0,0.796,d__Bacteria;p__Bdellovibrionota;c__Bacteriovoracia;o__Bacteriovoracales;f__Bacteriovoracaceae;g__UBA7317,
TARA_ANE_MAG_00029.fa,none,,0,0,0,0,0,0,0,0.0,0.00212,,too few identifiable hashes; f_ident < 10%. provide a lineage for this genome.
TARA_PSW_MAG_00112.fa,none,,0,0,0,0,0,0,0,1.0,0.00926,,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.
TARA_PON_MAG_00007.fa,none,,0,0,0,0,0,0,0,1.0,0.0225,,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.
TARA_RED_MAG_00079.fa,none,,0,0,0,0,0,0,0,0.769,0.0216,,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.
TARA_PSE_MAG_00092.fa,none,,0,0,0,0,0,0,0,0.818,0.0172,,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.
TARA_ASE_MAG_00026.fa,none,,0,0,0,0,0,0,0,0.0,0.0,,"no matches for this genome, exiting."
TARA_PON_MAG_00041.fa,genus,,0,0,0,0,0,0,0,1.0,0.88,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__MB11C04;g__GCA-2730975,
TARA_PSW_MAG_00044.fa,genus,,0,0,0,0,0,0,0,1.0,0.58,d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__UBA1151;f__Bin127;g__GCA-002708145,
TARA_PSE_MAG_00021.fa,none,,0,0,0,0,0,0,0,0.0,0.0015,,too few identifiable hashes; f_ident < 10%. provide a lineage for this genome.
TARA_ANE_MAG_00014.fa,none,,0,0,0,0,0,0,0,0.952,0.0686,,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.
TARA_PON_MAG_00017.fa,genus,,0,0,0,0,0,0,0,0.994,0.381,d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__UBA1547,
TARA_PSW_MAG_00117.fa,none,,0,0,0,0,0,0,0,0.0,0.0,,"no matches for this genome, exiting."
TARA_MED_MAG_00057.fa,genus,,0,0,0,0,0,0,0,1.0,0.878,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Parvibaculales;f__RS24;g__UBA7378,
TARA_PON_MAG_00087.fa,none,,0,0,0,0,0,0,0,0.614,0.0197,,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.
TARA_ASE_MAG_00024.fa,none,,0,0,0,0,0,0,0,0.0,0.0,,"no matches for this genome, exiting."
TARA_ANW_MAG_00060.fa,genus,,0,0,0,0,0,0,0,0.986,0.207,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Microtrichales;f__Ilumatobacteraceae;g__Casp-actino5,
TARA_RED_MAG_00034.fa,genus,,0,0,0,0,0,0,0,1.0,0.683,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__UBA828;f__UBA828;g__GCA-2717225,
TARA_MED_MAG_00035.fa,none,,0,0,0,0,0,0,0,0.478,0.0155,,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.
TARA_MED_MAG_00075.fa,genus,,0,0,0,0,0,0,0,0.999,0.631,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassoarchaeaceae;g__MGIIb-O3,
TARA_RED_MAG_00045.fa,genus,,0,0,0,0,0,0,0,1.0,0.884,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Defluviicoccales;f__UBA2964;g__UBA2964,
TARA_PSW_MAG_00098.fa,none,,0,0,0,0,0,0,0,0.333,0.017,,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.
TARA_ANW_MAG_00057.fa,genus,,0,0,0,0,0,0,0,1.0,0.713,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__UBA828;f__UBA828;g__GCA-2714015,
TARA_PSW_MAG_00047.fa,none,,0,0,0,0,0,0,0,0.714,0.00329,,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.
TARA_PSE_MAG_00037.fa,none,,0,0,0,0,0,0,0,0.0,0.0,,"no matches for this genome, exiting."
TARA_PSW_MAG_00058.fa,none,,0,0,0,0,0,0,0,1.0,0.0034,,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.
TARA_RED_MAG_00023.fa,genus,,0,0,0,0,0,0,0,0.997,0.566,d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__UBA1151;f__Bin127;g__GCA-2718415,
TARA_ANE_MAG_00063.fa,genus,,0,0,0,0,0,0,0,0.997,0.883,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassoarchaeaceae;g__MGIIb-O5,
TARA_ION_MAG_00053.fa,none,,0,0,0,0,0,0,0,0.4,0.0149,,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.
TARA_MED_MAG_00062.fa,genus,,0,0,0,0,0,0,0,1.0,0.861,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Cryomorphaceae;g__TMED14,
TARA_RED_MAG_00108.fa,none,,0,0,0,0,0,0,0,0.524,0.0495,,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.
TARA_PON_MAG_00043.fa,genus,,0,0,0,0,0,0,0,1.0,0.954,d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__UBA1151;f__UBA1151;g__GCA-2730555,
TARA_RED_MAG_00077.fa,none,,0,0,0,0,0,0,0,0.6,0.011,,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.
TARA_ANW_MAG_00065.fa,none,,0,0,0,0,0,0,0,0.0,0.0,,"no matches for this genome, exiting."
TARA_ION_MAG_00059.fa,none,,0,0,0,0,0,0,0,0.625,0.19,,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.
TARA_MED_MAG_00087.fa,genus,,0,0,0,0,0,0,0,1.0,0.782,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__UBA7377,
TARA_RED_MAG_00097.fa,none,,0,0,0,0,0,0,0,0.857,0.0135,,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.
TARA_ASW_MAG_00014.fa,none,,0,0,0,0,0,0,0,1.0,0.18,,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.
TARA_PSW_MAG_00006.fa,genus,,0,0,0,0,0,0,0,1.0,0.903,d__Bacteria;p__Margulisbacteria;c__ZB3;o__UBA817;f__UBA817;g__UBA817,
TARA_ASE_MAG_00036.fa,none,,0,0,0,0,0,0,0,0.0,0.0,,"no matches for this genome, exiting."
TARA_MED_MAG_00141.fa,none,,0,0,0,0,0,0,0,0.0,0.0,,"no matches for this genome, exiting."
TARA_MED_MAG_00135.fa,none,,0,0,0,0,0,0,0,0.852,0.0133,,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.
TARA_MED_MAG_00061.fa,genus,,0,0,0,0,0,0,0,0.999,0.754,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA7916;f__GCA-002691585;g__GCA-002691585,
TARA_ANW_MAG_00051.fa,none,,0,0,0,0,0,0,0,0.222,0.025,,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.
TARA_PSE_MAG_00148.fa,genus,,0,0,0,0,0,0,0,0.999,0.748,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Vibrio,
TARA_ASW_MAG_00031.fa,genus,,0,0,0,0,0,0,0,0.996,0.605,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Oleiphilaceae;g__Marinobacter,
TARA_RED_MAG_00029.fa,none,,0,0,0,0,0,0,0,0.786,0.0216,,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.
TARA_SOC_MAG_00007.fa,none,,0,0,0,0,0,0,0,0.0,0.0,,"no matches for this genome, exiting."
TARA_RED_MAG_00092.fa,genus,,0,0,0,0,0,0,0,1.0,0.922,d__Bacteria;p__UBA8248;c__UBA8248;o__UBA8248;f__UBA3496;g__UBA3496,
TARA_IOS_MAG_00037.fa,none,,0,0,0,0,0,0,0,0.0,0.0101,,too few identifiable hashes; f_ident < 10%. provide a lineage for this genome.
TARA_RED_MAG_00054.fa,genus,,0,0,0,0,0,0,0,0.999,0.95,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA10353;f__LS-SOB;g__GCA-2724185,
TARA_RED_MAG_00117.fa,genus,,0,0,0,0,0,0,0,1.0,0.946,d__Bacteria;p__Latescibacterota;c__UBA2968;o__UBA2968;f__UBA2968;g__UBA2968,
TARA_SOC_MAG_00013.fa,none,,0,0,0,0,0,0,0,0.0,0.0,,"no matches for this genome, exiting."
TARA_ANE_MAG_00010.fa,none,,0,0,0,0,0,0,0,1.0,0.0261,,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.
TARA_PSE_MAG_00051.fa,genus,,0,0,0,0,0,0,0,0.994,0.553,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Woeseiales;f__Woeseiaceae;g__GCA-2685275,
TARA_ANW_MAG_00020.fa,none,,0,0,0,0,0,0,0,1.0,0.00252,,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.
TARA_IOS_MAG_00051.fa,genus,,0,0,0,0,0,0,0,0.996,0.385,d__Bacteria;p__Marinisomatota;c__Marinisomatia;o__Marinisomatales;f__S15-B10;g__GCA-002707905,
TARA_RED_MAG_00028.fa,none,,0,0,0,0,0,0,0,1.0,0.0453,,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.
TARA_ANW_MAG_00064.fa,none,,0,0,0,0,0,0,0,0.75,0.00317,,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.
TARA_ANW_MAG_00053.fa,none,,0,0,0,0,0,0,0,0.696,0.0288,,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.
TARA_MED_MAG_00034.fa,genus,,0,0,0,0,0,0,0,0.999,0.775,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Puniceispirillales;f__UBA1172;g__UBA12202,
TARA_ANW_MAG_00010.fa,genus,,0,0,0,0,0,0,0,0.996,0.682,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Aequorivita,
TARA_MED_MAG_00116.fa,none,,0,0,0,0,0,0,0,0.0,0.00258,,too few identifiable hashes; f_ident < 10%. provide a lineage for this genome.
TARA_MED_MAG_00050.fa,none,,0,0,0,0,0,0,0,0.714,0.00517,,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.
TARA_MED_MAG_00137.fa,genus,,0,0,0,0,0,0,0,1.0,0.783,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Alteromonas,
TARA_PSE_MAG_00123.fa,genus,,0,0,0,0,0,0,0,0.995,0.885,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Oleiphilaceae;g__Marinobacter,
TARA_PSE_MAG_00024.fa,genus,,0,0,0,0,0,0,0,1.0,0.994,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Salipiger,
TARA_RED_MAG_00039.fa,none,,0,0,0,0,0,0,0,0.942,0.109,,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.
TARA_ANE_MAG_00026.fa,none,,0,0,0,0,0,0,0,0.947,0.0577,,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.
TARA_ANW_MAG_00026.fa,none,,0,0,0,0,0,0,0,0.429,0.00877,,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.
TARA_PSE_MAG_00078.fa,genus,,0,0,0,0,0,0,0,1.0,0.726,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__UBA7446,
TARA_MED_MAG_00095.fa,none,,0,0,0,0,0,0,0,0.937,0.181,,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.
TARA_ASW_MAG_00002.fa,genus,,0,0,0,0,0,0,0,0.999,0.883,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales_A;f__UBA1479;g__UBA1479,
TARA_RED_MAG_00047.fa,none,,0,0,0,0,0,0,0,0.75,0.00602,,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.
TARA_MED_MAG_00138.fa,none,,0,0,0,0,0,0,0,0.875,0.0166,,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.
TARA_MED_MAG_00056.fa,none,,0,0,0,0,0,0,0,0.0,0.0,,"no matches for this genome, exiting."
TARA_MED_MAG_00104.fa,none,,0,0,0,0,0,0,0,0.667,0.0238,,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.
TARA_ANW_MAG_00038.fa,none,,0,0,0,0,0,0,0,0.562,0.0223,,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.
TARA_ASW_MAG_00021.fa,none,,0,0,0,0,0,0,0,0.809,0.136,,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.
TARA_PSW_MAG_00054.fa,none,,0,0,0,0,0,0,0,0.5,0.00452,,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.
TARA_PSE_MAG_00059.fa,none,,0,0,0,0,0,0,0,0.571,0.0168,,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.
TARA_MED_MAG_00126.fa,genus,,0,0,0,0,0,0,0,1.0,0.825,d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__UBA7805;g__UBA7805,
TARA_MED_MAG_00076.fa,none,,0,0,0,0,0,0,0,0.6,0.00351,,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.
TARA_ION_MAG_00056.fa,none,,0,0,0,0,0,0,0,1.0,0.00318,,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.
TARA_RED_MAG_00080.fa,none,,0,0,0,0,0,0,0,0.7,0.0153,,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.
TARA_ION_MAG_00052.fa,none,,0,0,0,0,0,0,0,0.0,0.00159,,too few identifiable hashes; f_ident < 10%. provide a lineage for this genome.
TARA_PON_MAG_00048.fa,genus,,0,0,0,0,0,0,0,1.0,0.903,d__Bacteria;p__Planctomycetota;c__UBA1135;o__UBA1135;f__UBA1135;g__UBA7888,
TARA_PSW_MAG_00084.fa,genus,,0,0,0,0,0,0,0,1.0,0.771,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales_A;f__UBA3470;g__UBA3470,
TARA_PSW_MAG_00078.fa,none,,0,0,0,0,0,0,0,0.375,0.0121,,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.
TARA_ION_MAG_00006.fa,none,,0,0,0,0,0,0,0,0.0,0.0,,"no matches for this genome, exiting."
TARA_PSW_MAG_00104.fa,none,,0,0,0,0,0,0,0,0.905,0.0193,,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.
TARA_PSW_MAG_00048.fa,genus,,0,0,0,0,0,0,0,1.0,0.635,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__TMED109;f__TMED109;g__TMED109,
TARA_RED_MAG_00067.fa,none,,0,0,0,0,0,0,0,0.476,0.0448,,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.
TARA_ANE_MAG_00043.fa,none,,0,0,0,0,0,0,0,0.625,0.00479,,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.
TARA_ION_MAG_00016.fa,genus,,0,0,0,0,0,0,0,1.0,0.993,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Micavibrionales;f__Micavibrionaceae;g__UBA2705,
TARA_MED_MAG_00008.fa,genus,,0,0,0,0,0,0,0,1.0,0.909,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA4421,
TARA_RED_MAG_00036.fa,genus,,0,0,0,0,0,0,0,1.0,0.922,d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Planctomycetales;f__Planctomycetaceae;g__UBA8437,
TARA_ANE_MAG_00006.fa,genus,,0,0,0,0,0,0,0,1.0,0.755,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA4486;f__UBA4486;g__UBA11869,
TARA_MED_MAG_00106.fa,none,,0,0,0,0,0,0,0,0.286,0.00829,,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.
TARA_PSE_MAG_00093.fa,none,,0,0,0,0,0,0,0,0.0,0.0,,"no matches for this genome, exiting."
TARA_RED_MAG_00081.fa,none,,0,0,0,0,0,0,0,0.562,0.0114,,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.
TARA_ANW_MAG_00002.fa,genus,,0,0,0,0,0,0,0,1.0,0.939,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Nevskiales;f__Salinisphaeraceae;g__Salinisphaera,
TARA_MED_MAG_00039.fa,genus,,0,0,0,0,0,0,0,0.995,0.474,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__TMED109;f__TMED131;g__TMED131,
TARA_MED_MAG_00045.fa,genus,,0,0,0,0,0,0,0,1.0,0.763,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Luminiphilus,
TARA_MED_MAG_00119.fa,none,,0,0,0,0,0,0,0,0.667,0.00505,,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.
TARA_RED_MAG_00043.fa,none,,0,0,0,0,0,0,0,0.5,0.00375,,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.
TARA_ANE_MAG_00035.fa,none,,0,0,0,0,0,0,0,0.583,0.0293,,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.
TARA_PON_MAG_00012.fa,genus,,0,0,0,0,0,0,0,0.996,0.358,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__GCA-002723295,
TARA_ION_MAG_00040.fa,genus,,0,0,0,0,0,0,0,1.0,0.475,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassoarchaeaceae;g__MGIIb-O3,
TARA_PSE_MAG_00122.fa,none,,0,0,0,0,0,0,0,0.0,0.0,,"no matches for this genome, exiting."
TARA_PSW_MAG_00085.fa,none,,0,0,0,0,0,0,0,1.0,0.0373,,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.
TARA_PSE_MAG_00046.fa,genus,,0,0,0,0,0,0,0,1.0,0.72,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Microtrichales;f__TK06;g__MedAcidi-G3,
TARA_PSW_MAG_00046.fa,genus,,0,0,0,0,0,0,0,0.998,0.856,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__UBA7887;f__GCA-2721365;g__GCA-2721365,
TARA_PON_MAG_00006.fa,none,,0,0,0,0,0,0,0,0.0,0.0,,"no matches for this genome, exiting."
TARA_PSW_MAG_00016.fa,genus,,0,0,0,0,0,0,0,1.0,0.954,d__Bacteria;p__Bdellovibrionota;c__Bdellovibrionia;o__Bdellovibrionales;f__UBA1609;g__UBA6776,
TARA_RED_MAG_00001.fa,genus,,0,0,0,0,0,0,0,0.999,0.988,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Citromicrobium,
TARA_IOS_MAG_00055.fa,genus,,0,0,0,0,0,0,0,0.998,0.685,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__UBA5691,
TARA_ANE_MAG_00076.fa,none,,0,0,0,0,0,0,0,0.87,0.162,,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.
TARA_ION_MAG_00025.fa,genus,,0,0,0,0,0,0,0,1.0,0.67,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Stappiaceae;g__Labrenzia,
TARA_ION_MAG_00031.fa,genus,,0,0,0,0,0,0,0,1.0,0.853,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__MB11C04;g__MB11C04,
TARA_RED_MAG_00112.fa,none,,0,0,0,0,0,0,0,0.0,0.0,,"no matches for this genome, exiting."
TARA_SOC_MAG_00004.fa,genus,,0,0,0,0,0,0,0,1.0,0.947,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__1G12;g__UBA6770,
TARA_ANW_MAG_00001.fa,genus,,0,0,0,0,0,0,0,0.994,0.993,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Parvibaculales;f__Parvibaculaceae;g__Parvibaculum,
TARA_ION_MAG_00017.fa,genus,,0,0,0,0,0,0,0,1.0,0.47,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA9659,
TARA_IOS_MAG_00042.fa,none,,0,0,0,0,0,0,0,1.0,0.00559,,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.
TARA_RED_MAG_00068.fa,genus,,0,0,0,0,0,0,0,0.993,0.368,d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__Kiritimatiellales;f__UBA1859;g__GCA-2712105,
TARA_PSE_MAG_00074.fa,none,,0,0,0,0,0,0,0,0.429,0.0172,,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.
TARA_ASE_MAG_00029.fa,none,,0,0,0,0,0,0,0,0.818,0.0128,,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.
TARA_PSW_MAG_00132.fa,none,,0,0,0,0,0,0,0,1.0,0.0774,,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.
TARA_PSE_MAG_00054.fa,none,,0,0,0,0,0,0,0,1.0,0.0127,,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.
